Abbreviation,Selected Map,Total_EV,Shift,Shift tooltip,I_Nominee tooltip,blank,D-Check,D_Nominee_prop,Color Bins,Independent spacing,Direction,Spacer,R-Check,D_Percentage,D_DifferencePercentage,D_Difference,D_EV,D_EV_Total,D_Nominee,R_Nominee_prop,D_PopularPercentage,D_Votes,D_Votes_Total,Hex_Column,Hex_Row,I_Percentage,I_EV,I_EV_Total,I_Nominee tooltip ●,I_Nominee tooltip ')',I_Nominee tooltip 'Percentage)',I_Nominee tooltip '(',I_Nominee,I_PopularPercentage,I_Votes,I_Votes_Total,Independent spacing (popular),Info,Last_RD_Difference,Last_Winner,Last_Winner_Percentage,Number of Records,RD_Difference (bin),RD_Difference,R_Percentage,R_DifferencePercentage,R_Difference,R_EV,R_EV_Total,R_Nominee,I_Nominee_prop,R_PopularPercentage,R_Votes,R_Votes_Total,Region,Row,Shift :(l/r),Shift abbreviation,Space,State (red),State (blue),State (yellow),State,State_Winner,Total Votes,Total_Votes_USA,Winner_Percentage,Winning Party,Year
MN,Hex,10,14,% shift to the right,Ralph Nader:	,,,Al Gore,A,,Right,0,ü,47.9,-3.2,47828,10,266,AL GORE,George W. Bush,48.4%,1168266,50992335,4.5,2,5.2,,,● ,),%), (,RALPH NADER,2.7%,126696,2882738,  ,"The election of 2000 was a contest between Republican candidate George W. Bush, then-governor of Texas and son of former president George H. W. Bush (1989–1993), and Democratic candidate Al Gore, then-Vice President. Bush narrowly won the November 7 election, with 271 electoral votes to Gore's 266 (with one elector abstaining in the official tally). The election was noteworthy for a controversy over the awarding of Florida's 25 electoral votes, the subsequent recount process in that state, and the unusual event of the winning candidate having received fewer popular votes than the runner-up. It was the closest election since 1876 and only the fourth election in which the electoral vote did not reflect the popular vote.",-16.1,D,-51.1,1,-5,-2.4,45.5,10.5,343183,,271,GEORGE W. BUSH,Ralph Nader,47.9%,1109659,50455156,Midwest,2,13.7,-0.5,5,,Minnesota,,Minnesota,D,2438685,105396627,-47.9,R,2000
WI,Hex,11,10,% shift to the right,Ralph Nader:	,,,Al Gore,A,,Right,0,ü,47.8,-1,171016,11,266,AL GORE,George W. Bush,48.4%,1242987,50992335,5.5,2,3.6,,,● ,),%), (,RALPH NADER,2.7%,94070,2882738,  ,"The election of 2000 was a contest between Republican candidate George W. Bush, then-governor of Texas and son of former president George H. W. Bush (1989–1993), and Democratic candidate Al Gore, then-Vice President. Bush narrowly won the November 7 election, with 271 electoral votes to Gore's 266 (with one elector abstaining in the official tally). The election was noteworthy for a controversy over the awarding of Florida's 25 electoral votes, the subsequent recount process in that state, and the unusual event of the winning candidate having received fewer popular votes than the runner-up. It was the closest election since 1876 and only the fourth election in which the electoral vote did not reflect the popular vote.",-10.3,D,-48.8,1,-5,-0.200000000,47.6,9.1,392250,,271,GEORGE W. BUSH,Ralph Nader,47.9%,1237279,50455156,Midwest,2,10.1,-0.5,7,,Wisconsin,,Wisconsin,D,2598607,105396627,-47.8,R,2000
MI,Hex,18,8,% shift to the right,Ralph Nader:	,,,Al Gore,A,,Right,0,ü,51.3,-0.400000000,180765,18,266,AL GORE,George W. Bush,48.4%,2170418,50992335,7.5,2,2.0,,,● ,),%), (,RALPH NADER,2.7%,84165,2882738,  ,"The election of 2000 was a contest between Republican candidate George W. Bush, then-governor of Texas and son of former president George H. W. Bush (1989–1993), and Democratic candidate Al Gore, then-Vice President. Bush narrowly won the November 7 election, with 271 electoral votes to Gore's 266 (with one elector abstaining in the official tally). The election was noteworthy for a controversy over the awarding of Florida's 25 electoral votes, the subsequent recount process in that state, and the unusual event of the winning candidate having received fewer popular votes than the runner-up. It was the closest election since 1876 and only the fourth election in which the electoral vote did not reflect the popular vote.",-13.2,D,-51.7,1,-10,-5.2,46.1,7.6,471927,,271,GEORGE W. BUSH,Ralph Nader,47.9%,1953139,50455156,Midwest,2,8.0,-0.5,8,,Michigan,,Michigan,D,4232711,105396627,-51.3,R,2000
IL,Hex,22,6,% shift to the right,Ralph Nader:	,,,Al Gore,B,,Right,0,ü,54.6,0.300000000,247282,22,266,AL GORE,George W. Bush,48.4%,2589026,50992335,6,3,2.2,,,● ,),%), (,RALPH NADER,2.7%,103759,2882738,  ,"The election of 2000 was a contest between Republican candidate George W. Bush, then-governor of Texas and son of former president George H. W. Bush (1989–1993), and Democratic candidate Al Gore, then-Vice President. Bush narrowly won the November 7 election, with 271 electoral votes to Gore's 266 (with one elector abstaining in the official tally). The election was noteworthy for a controversy over the awarding of Florida's 25 electoral votes, the subsequent recount process in that state, and the unusual event of the winning candidate having received fewer popular votes than the runner-up. It was the closest election since 1876 and only the fourth election in which the electoral vote did not reflect the popular vote.",-17.5,D,-54.3,1,-15,-12,42.6,5.8,432400,,271,GEORGE W. BUSH,Ralph Nader,47.9%,2019421,50455156,Midwest,2,5.5,-0.5,6,,Illinois,,Illinois,D,4742123,105396627,-54.6,R,2000
IA,Hex,7,10,% shift to the right,Ralph Nader:	,,,Al Gore,A,,Right,0,ü,48.5,-1.8,18259,7,266,AL GORE,George W. Bush,48.4%,638517,50992335,5,3,2.2,,,● ,),%), (,RALPH NADER,2.7%,29374,2882738,  ,"The election of 2000 was a contest between Republican candidate George W. Bush, then-governor of Texas and son of former president George H. W. Bush (1989–1993), and Democratic candidate Al Gore, then-Vice President. Bush narrowly won the November 7 election, with 271 electoral votes to Gore's 266 (with one elector abstaining in the official tally). The election was noteworthy for a controversy over the awarding of Florida's 25 electoral votes, the subsequent recount process in that state, and the unusual event of the winning candidate having received fewer popular votes than the runner-up. It was the closest election since 1876 and only the fourth election in which the electoral vote did not reflect the popular vote.",-10.4,D,-50.3,1,-5,-0.300000000,48.2,8.3,141729,,271,GEORGE W. BUSH,Ralph Nader,47.9%,634373,50455156,Midwest,3,10.1,-0.5,5,,Iowa,,Iowa,D,1315563,105396627,-48.5,R,2000
ME,Hex,4,16,% shift to the right,Ralph Nader:	,,,Al Gore,A,,Right,0,ü,49.1,-2.5,7163,4,266,AL GORE,George W. Bush,48.4%,319951,50992335,11.5,0,5.7,,,● ,),%), (,RALPH NADER,2.7%,37127,2882738,  ,"The election of 2000 was a contest between Republican candidate George W. Bush, then-governor of Texas and son of former president George H. W. Bush (1989–1993), and Democratic candidate Al Gore, then-Vice President. Bush narrowly won the November 7 election, with 271 electoral votes to Gore's 266 (with one elector abstaining in the official tally). The election was noteworthy for a controversy over the awarding of Florida's 25 electoral votes, the subsequent recount process in that state, and the unusual event of the winning candidate having received fewer popular votes than the runner-up. It was the closest election since 1876 and only the fourth election in which the electoral vote did not reflect the popular vote.",-20.8,D,-51.6,1,-10,-5.1,44.0,13.2,100238,,271,GEORGE W. BUSH,Ralph Nader,47.9%,286616,50455156,Northeast,0,15.7,-0.5,11,,Maine,,Maine,D,651817,105396627,-49.1,R,2000
VT,Hex,3,12,% shift to the right,Ralph Nader:	,,,Al Gore,A,,Right,0,ü,50.6,-2.8,11128,3,266,AL GORE,George W. Bush,48.4%,149022,50992335,10,1,6.9,,,● ,),%), (,RALPH NADER,2.7%,20374,2882738,  ,"The election of 2000 was a contest between Republican candidate George W. Bush, then-governor of Texas and son of former president George H. W. Bush (1989–1993), and Democratic candidate Al Gore, then-Vice President. Bush narrowly won the November 7 election, with 271 electoral votes to Gore's 266 (with one elector abstaining in the official tally). The election was noteworthy for a controversy over the awarding of Florida's 25 electoral votes, the subsequent recount process in that state, and the unusual event of the winning candidate having received fewer popular votes than the runner-up. It was the closest election since 1876 and only the fourth election in which the electoral vote did not reflect the popular vote.",-22.3,D,-53.4,1,-10,-9.9,40.7,9.6,39423,,271,GEORGE W. BUSH,Ralph Nader,47.9%,119775,50455156,Northeast,1,12.4,-0.5,10,,Vermont,,Vermont,D,294308,105396627,-50.6,R,2000
NY,Hex,33,4,% shift to the right,Ralph Nader:	,,,Al Gore,C,,Right,0,ü,60.2,0.700000000,351520,33,266,AL GORE,George W. Bush,48.4%,4107697,50992335,9.5,2,3.6,,,● ,),%), (,RALPH NADER,2.7%,244030,2882738,  ,"The election of 2000 was a contest between Republican candidate George W. Bush, then-governor of Texas and son of former president George H. W. Bush (1989–1993), and Democratic candidate Al Gore, then-Vice President. Bush narrowly won the November 7 election, with 271 electoral votes to Gore's 266 (with one elector abstaining in the official tally). The election was noteworthy for a controversy over the awarding of Florida's 25 electoral votes, the subsequent recount process in that state, and the unusual event of the winning candidate having received fewer popular votes than the runner-up. It was the closest election since 1876 and only the fourth election in which the electoral vote did not reflect the popular vote.",-28.9,D,-59.5,1,-25,-25,35.2,4.6,469882,,271,GEORGE W. BUSH,Ralph Nader,47.9%,2403374,50455156,Northeast,2,3.9,-0.5,9,,New York,,New York,D,6821999,105396627,-60.2,R,2000
RI,Hex,4,4,% shift to the right,Ralph Nader:	,,,Al Gore,C,,Right,0,ü,61.0,1.3,16458,4,266,AL GORE,George W. Bush,48.4%,249508,50992335,11.5,2,6.1,,,● ,),%), (,RALPH NADER,2.7%,25052,2882738,  ,"The election of 2000 was a contest between Republican candidate George W. Bush, then-governor of Texas and son of former president George H. W. Bush (1989–1993), and Democratic candidate Al Gore, then-Vice President. Bush narrowly won the November 7 election, with 271 electoral votes to Gore's 266 (with one elector abstaining in the official tally). The election was noteworthy for a controversy over the awarding of Florida's 25 electoral votes, the subsequent recount process in that state, and the unusual event of the winning candidate having received fewer popular votes than the runner-up. It was the closest election since 1876 and only the fourth election in which the electoral vote did not reflect the popular vote.",-32.9,D,-59.7,1,-30,-29.1,31.9,5.1,25872,,271,GEORGE W. BUSH,Ralph Nader,47.9%,130555,50455156,Northeast,2,3.8,-0.5,10,,Rhode Island,,Rhode Island,D,409047,105396627,-61,R,2000
MA,Hex,12,6,% shift to the right,Ralph Nader:	,,,Al Gore,C,,Right,0,ü,59.8,-1.7,44724,12,266,AL GORE,George W. Bush,48.4%,1616487,50992335,10.5,2,6.4,,,● ,),%), (,RALPH NADER,2.7%,173564,2882738,  ,"The election of 2000 was a contest between Republican candidate George W. Bush, then-governor of Texas and son of former president George H. W. Bush (1989–1993), and Democratic candidate Al Gore, then-Vice President. Bush narrowly won the November 7 election, with 271 electoral votes to Gore's 266 (with one elector abstaining in the official tally). The election was noteworthy for a controversy over the awarding of Florida's 25 electoral votes, the subsequent recount process in that state, and the unusual event of the winning candidate having received fewer popular votes than the runner-up. It was the closest election since 1876 and only the fourth election in which the electoral vote did not reflect the popular vote.",-33.4,D,-61.5,1,-30,-27.3,32.5,4.4,160395,,271,GEORGE W. BUSH,Ralph Nader,47.9%,878502,50455156,Northeast,2,6.1,-0.5,11,,Massachusetts,,Massachusetts,D,2702984,105396627,-59.8,R,2000
PA,Hex,23,5,% shift to the right,Ralph Nader:	,,,Al Gore,A,,Right,0,ü,50.6,1.4,270148,23,266,AL GORE,George W. Bush,48.4%,2485967,50992335,9,3,2.1,,,● ,),%), (,RALPH NADER,2.7%,103392,2882738,  ,"The election of 2000 was a contest between Republican candidate George W. Bush, then-governor of Texas and son of former president George H. W. Bush (1989–1993), and Democratic candidate Al Gore, then-Vice President. Bush narrowly won the November 7 election, with 271 electoral votes to Gore's 266 (with one elector abstaining in the official tally). The election was noteworthy for a controversy over the awarding of Florida's 25 electoral votes, the subsequent recount process in that state, and the unusual event of the winning candidate having received fewer popular votes than the runner-up. It was the closest election since 1876 and only the fourth election in which the electoral vote did not reflect the popular vote.",-9.2,D,-49.2,1,-5,-4.2,46.4,6.4,479958,,271,GEORGE W. BUSH,Ralph Nader,47.9%,2281127,50455156,Northeast,3,5.0,-0.5,8,,Pennsylvania,,Pennsylvania,D,4913119,105396627,-50.6,R,2000
NJ,Hex,15,2,% shift to the right,Ralph Nader:	,,,Al Gore,B,,Right,0,ü,56.1,2.4,136521,15,266,AL GORE,George W. Bush,48.4%,1788850,50992335,10,3,3.0,,,● ,),%), (,RALPH NADER,2.7%,94554,2882738,  ,"The election of 2000 was a contest between Republican candidate George W. Bush, then-governor of Texas and son of former president George H. W. Bush (1989–1993), and Democratic candidate Al Gore, then-Vice President. Bush narrowly won the November 7 election, with 271 electoral votes to Gore's 266 (with one elector abstaining in the official tally). The election was noteworthy for a controversy over the awarding of Florida's 25 electoral votes, the subsequent recount process in that state, and the unusual event of the winning candidate having received fewer popular votes than the runner-up. It was the closest election since 1876 and only the fourth election in which the electoral vote did not reflect the popular vote.",-17.8,D,-53.7,1,-20,-15.8,40.3,4.4,181095,,271,GEORGE W. BUSH,Ralph Nader,47.9%,1284173,50455156,Northeast,3,2.0,-0.5,9,,New Jersey,,New Jersey,D,3187226,105396627,-56.1,R,2000
CT,Hex,8,1,% shift to the right,Ralph Nader:	,,,Al Gore,B,,Right,0,ü,55.9,3.1,80275,8,266,AL GORE,George W. Bush,48.4%,816015,50992335,11,3,4.4,,,● ,),%), (,RALPH NADER,2.7%,64452,2882738,  ,"The election of 2000 was a contest between Republican candidate George W. Bush, then-governor of Texas and son of former president George H. W. Bush (1989–1993), and Democratic candidate Al Gore, then-Vice President. Bush narrowly won the November 7 election, with 271 electoral votes to Gore's 266 (with one elector abstaining in the official tally). The election was noteworthy for a controversy over the awarding of Florida's 25 electoral votes, the subsequent recount process in that state, and the unusual event of the winning candidate having received fewer popular votes than the runner-up. It was the closest election since 1876 and only the fourth election in which the electoral vote did not reflect the popular vote.",-18.1,D,-52.8,1,-20,-17.5,38.4,3.7,77985,,271,GEORGE W. BUSH,Ralph Nader,47.9%,561094,50455156,Northeast,3,0.6,-0.5,10,,Connecticut,,Connecticut,D,1459525,105396627,-55.9,R,2000
DC,Hex,2,0,% shift to the left,Ralph Nader:	,,,Al Gore,E,,Left,0,ü,85.2,0,13703,2,266,AL GORE,George W. Bush,48.4%,171923,50992335,12,5,5.2,,,● ,),%), (,RALPH NADER,2.7%,10576,2882738,  ,"The election of 2000 was a contest between Republican candidate George W. Bush, then-governor of Texas and son of former president George H. W. Bush (1989–1993), and Democratic candidate Al Gore, then-Vice President. Bush narrowly won the November 7 election, with 271 electoral votes to Gore's 266 (with one elector abstaining in the official tally). The election was noteworthy for a controversy over the awarding of Florida's 25 electoral votes, the subsequent recount process in that state, and the unusual event of the winning candidate having received fewer popular votes than the runner-up. It was the closest election since 1876 and only the fourth election in which the electoral vote did not reflect the popular vote.",-75.9,D,-85.2,1,-80,-76.2,9.0,-0.300000000,734,,271,GEORGE W. BUSH,Ralph Nader,47.9%,18073,50455156,Northeast,4,-0.3,0.5,10,,Dist. of Col.,,Dist. of Col.,D,201894,105396627,-85.2,R,2000
DE,Hex,3,2,% shift to the right,Ralph Nader:	,,,Al Gore,B,,Right,0,ü,55.0,3.2,39713,3,266,AL GORE,George W. Bush,48.4%,180068,50992335,9.5,4,2.5,,,● ,),%), (,RALPH NADER,2.7%,8307,2882738,  ,"The election of 2000 was a contest between Republican candidate George W. Bush, then-governor of Texas and son of former president George H. W. Bush (1989–1993), and Democratic candidate Al Gore, then-Vice President. Bush narrowly won the November 7 election, with 271 electoral votes to Gore's 266 (with one elector abstaining in the official tally). The election was noteworthy for a controversy over the awarding of Florida's 25 electoral votes, the subsequent recount process in that state, and the unusual event of the winning candidate having received fewer popular votes than the runner-up. It was the closest election since 1876 and only the fourth election in which the electoral vote did not reflect the popular vote.",-15.2,D,-51.8,1,-15,-13.1,41.9,5.3,38226,,271,GEORGE W. BUSH,Ralph Nader,47.9%,137288,50455156,Northeast,5,2.1,-0.5,9,,Delaware,,Delaware,D,327622,105396627,-55,R,2000
MD,Hex,10,0,% shift to the left,Ralph Nader:	,,,Al Gore,B,,Left,0,ü,56.5,2.2,174575,10,266,AL GORE,George W. Bush,48.4%,1140782,50992335,8.5,4,2.7,,,● ,),%), (,RALPH NADER,2.7%,53768,2882738,  ,"The election of 2000 was a contest between Republican candidate George W. Bush, then-governor of Texas and son of former president George H. W. Bush (1989–1993), and Democratic candidate Al Gore, then-Vice President. Bush narrowly won the November 7 election, with 271 electoral votes to Gore's 266 (with one elector abstaining in the official tally). The election was noteworthy for a controversy over the awarding of Florida's 25 electoral votes, the subsequent recount process in that state, and the unusual event of the winning candidate having received fewer popular votes than the runner-up. It was the closest election since 1876 and only the fourth election in which the electoral vote did not reflect the popular vote.",-16,D,-54.3,1,-20,-16.2,40.3,2,132267,,271,GEORGE W. BUSH,Ralph Nader,47.9%,813797,50455156,South,4,-0.2,0.5,9,,Maryland,,Maryland,D,2020480,105396627,-56.5,R,2000
WA,Hex,11,7,% shift to the right,Ralph Nader:	,,,Al Gore,A,,Right,0,ü,50.2,0.400000000,124329,11,266,AL GORE,George W. Bush,48.4%,1247652,50992335,1.5,2,4.1,,,● ,),%), (,RALPH NADER,2.7%,103002,2882738,  ,"The election of 2000 was a contest between Republican candidate George W. Bush, then-governor of Texas and son of former president George H. W. Bush (1989–1993), and Democratic candidate Al Gore, then-Vice President. Bush narrowly won the November 7 election, with 271 electoral votes to Gore's 266 (with one elector abstaining in the official tally). The election was noteworthy for a controversy over the awarding of Florida's 25 electoral votes, the subsequent recount process in that state, and the unusual event of the winning candidate having received fewer popular votes than the runner-up. It was the closest election since 1876 and only the fourth election in which the electoral vote did not reflect the popular vote.",-12.5,D,-49.8,1,-10,-5.6,44.6,7.3,268152,,271,GEORGE W. BUSH,Ralph Nader,47.9%,1108864,50455156,West,2,6.9,-0.5,1,,Washington,,Washington,D,2487433,105396627,-50.2,R,2000
OR,Hex,7,8,% shift to the right,Ralph Nader:	,,,Al Gore,A,,Right,0,ü,47.0,-0.200000000,70701,7,266,AL GORE,George W. Bush,48.4%,720342,50992335,1.5,4,5.0,,,● ,),%), (,RALPH NADER,2.7%,77357,2882738,  ,"The election of 2000 was a contest between Republican candidate George W. Bush, then-governor of Texas and son of former president George H. W. Bush (1989–1993), and Democratic candidate Al Gore, then-Vice President. Bush narrowly won the November 7 election, with 271 electoral votes to Gore's 266 (with one elector abstaining in the official tally). The election was noteworthy for a controversy over the awarding of Florida's 25 electoral votes, the subsequent recount process in that state, and the unusual event of the winning candidate having received fewer popular votes than the runner-up. It was the closest election since 1876 and only the fourth election in which the electoral vote did not reflect the popular vote.",-8.1,D,-47.2,1,-5,-0.5,46.5,7.4,175425,,271,GEORGE W. BUSH,Ralph Nader,47.9%,713577,50455156,West,3,7.6,-0.5,1,,Oregon,,Oregon,D,1533968,105396627,-47,R,2000
CA,Hex,54,1,% shift to the right,Ralph Nader:	,,,Al Gore,B,,Right,0,ü,53.4,2.3,741368,54,266,AL GORE,George W. Bush,48.4%,5861203,50992335,2,5,3.8,,,● ,),%), (,RALPH NADER,2.7%,418707,2882738,  ,"The election of 2000 was a contest between Republican candidate George W. Bush, then-governor of Texas and son of former president George H. W. Bush (1989–1993), and Democratic candidate Al Gore, then-Vice President. Bush narrowly won the November 7 election, with 271 electoral votes to Gore's 266 (with one elector abstaining in the official tally). The election was noteworthy for a controversy over the awarding of Florida's 25 electoral votes, the subsequent recount process in that state, and the unusual event of the winning candidate having received fewer popular votes than the runner-up. It was the closest election since 1876 and only the fourth election in which the electoral vote did not reflect the popular vote.",-12.9,D,-51.1,1,-15,-11.7,41.7,3.5,739049,,271,GEORGE W. BUSH,Ralph Nader,47.9%,4567429,50455156,West,4,1.2,-0.5,1,,California,,California,D,10965856,105396627,-53.4,R,2000
