Abbreviation,Selected Map,Total_EV,Shift,Shift tooltip,I_Nominee tooltip,blank,D-Check,D_Nominee_prop,Color Bins,Independent spacing,Direction,Spacer,R-Check,D_Percentage,D_DifferencePercentage,D_Difference,D_EV,D_EV_Total,D_Nominee,R_Nominee_prop,D_PopularPercentage,D_Votes,D_Votes_Total,Hex_Column,Hex_Row,I_Percentage,I_EV,I_EV_Total,I_Nominee tooltip ●,I_Nominee tooltip ')',I_Nominee tooltip 'Percentage)',I_Nominee tooltip '(',I_Nominee,I_PopularPercentage,I_Votes,I_Votes_Total,Independent spacing (popular),Info,Last_RD_Difference,Last_Winner,Last_Winner_Percentage,Number of Records,RD_Difference (bin),RD_Difference,R_Percentage,R_DifferencePercentage,R_Difference,R_EV,R_EV_Total,R_Nominee,I_Nominee_prop,R_PopularPercentage,R_Votes,R_Votes_Total,Region,Row,Shift :(l/r),Shift abbreviation,Space,State (red),State (blue),State (yellow),State,State_Winner,Total Votes,Total_Votes_USA,Winner_Percentage,Winning Party,Year
MA,Hex,14,21,% shift to the right,,,,George McGovern,A,,Right,0,ü,54.2,-8.8,-136678,14,17,GEORGE McGOVERN,Richard Nixon,37.5%,1332540,29170383,10.5,2,,,,,,,,,,,,,"The Democratic's nomination was eventually won by Senator George McGovern, who ran an anti-war campaign against incumbent Republican President Richard Nixon, but was handicapped by his outsider status as well as the scandal and subsequent firing of vice presidential nominee Thomas Eagleton. Emphasizing a good economy and his successes in foreign affairs (especially ending American involvement in Vietnam and establishing relations with China), Nixon won the election in a massive landslide (a higher proportion than in 1964, when Lyndon B. Johnson overwhelmingly defeated Barry Goldwater). Nixon won the election, with a 23.2% margin of victory in the popular vote, the fourth largest margin in presidential election history. He received almost 18 million more popular votes than McGovern—the widest margin of any U.S. presidential election.",-30.1,D,-63,1,-10,-9,45.2,12.3,345234,,520,RICHARD NIXON, ,60.7%,1112078,47169911,Northeast,2,21.1,-0.5,11,,Massachusetts,,Massachusetts,D,2458756,77718554,-54.2,R,1972
DC,Hex,3,7,% shift to the right,,,,George McGovern,E,,Right,0,ü,78.1,-3.7,-11939,3,17,GEORGE McGOVERN,Richard Nixon,37.5%,127627,29170383,12,5,,,,,,,,,,,,,"The Democratic's nomination was eventually won by Senator George McGovern, who ran an anti-war campaign against incumbent Republican President Richard Nixon, but was handicapped by his outsider status as well as the scandal and subsequent firing of vice presidential nominee Thomas Eagleton. Emphasizing a good economy and his successes in foreign affairs (especially ending American involvement in Vietnam and establishing relations with China), Nixon won the election in a massive landslide (a higher proportion than in 1964, when Lyndon B. Johnson overwhelmingly defeated Barry Goldwater). Nixon won the election, with a 23.2% margin of victory in the popular vote, the fourth largest margin in presidential election history. He received almost 18 million more popular votes than McGovern—the widest margin of any U.S. presidential election.",-63.6,D,-81.8,1,-60,-56.5,21.6,3.4,4214,,520,RICHARD NIXON, ,60.7%,35226,47169911,Northeast,4,7.1,-0.5,10,,Dist. of Col.,,Dist. of Col.,D,163421,77718554,-78.1,R,1972
MN,Hex,10,18,% shift to the right,,,,George McGovern,F,,Right,0,ü,46.1,-7.9,-55392,,17,GEORGE McGOVERN,Richard Nixon,37.5%,802346,29170383,4.5,2,,,,,,,,,,,,,"The Democratic's nomination was eventually won by Senator George McGovern, who ran an anti-war campaign against incumbent Republican President Richard Nixon, but was handicapped by his outsider status as well as the scandal and subsequent firing of vice presidential nominee Thomas Eagleton. Emphasizing a good economy and his successes in foreign affairs (especially ending American involvement in Vietnam and establishing relations with China), Nixon won the election in a massive landslide (a higher proportion than in 1964, when Lyndon B. Johnson overwhelmingly defeated Barry Goldwater). Nixon won the election, with a 23.2% margin of victory in the popular vote, the fourth largest margin in presidential election history. He received almost 18 million more popular votes than McGovern—the widest margin of any U.S. presidential election.",-12.5,D,-54,1,5,5.5,51.6,10.1,239626,10,520,RICHARD NIXON, ,60.7%,898269,47169911,Midwest,2,18.0,-0.5,5,Minnesota,,,Minnesota,R,1741652,77718554,51.6,R,1972
MI,Hex,21,21,% shift to the right,,,,George McGovern,G,,Right,0,ü,41.8,-6.400000000,-133647,,17,GEORGE McGOVERN,Richard Nixon,37.5%,1459435,29170383,7.5,2,,,,,,,,,,,,,"The Democratic's nomination was eventually won by Senator George McGovern, who ran an anti-war campaign against incumbent Republican President Richard Nixon, but was handicapped by his outsider status as well as the scandal and subsequent firing of vice presidential nominee Thomas Eagleton. Emphasizing a good economy and his successes in foreign affairs (especially ending American involvement in Vietnam and establishing relations with China), Nixon won the election in a massive landslide (a higher proportion than in 1964, when Lyndon B. Johnson overwhelmingly defeated Barry Goldwater). Nixon won the election, with a 23.2% margin of victory in the popular vote, the fourth largest margin in presidential election history. He received almost 18 million more popular votes than McGovern—the widest margin of any U.S. presidential election.",-6.7,D,-48.2,1,10,14.4,56.2,14.7,591056,21,520,RICHARD NIXON, ,60.7%,1961721,47169911,Midwest,2,21.1,-0.5,8,Michigan,,,Michigan,R,3489727,77718554,56.2,R,1972
ND,Hex,3,9,% shift to the right,,,,George McGovern,H,,Right,0,ü,35.8,-2.400000000,5615,,17,GEORGE McGOVERN,Richard Nixon,37.5%,100384,29170383,3.5,2,,,,,,,,,,,,,"The Democratic's nomination was eventually won by Senator George McGovern, who ran an anti-war campaign against incumbent Republican President Richard Nixon, but was handicapped by his outsider status as well as the scandal and subsequent firing of vice presidential nominee Thomas Eagleton. Emphasizing a good economy and his successes in foreign affairs (especially ending American involvement in Vietnam and establishing relations with China), Nixon won the election in a massive landslide (a higher proportion than in 1964, when Lyndon B. Johnson overwhelmingly defeated Barry Goldwater). Nixon won the election, with a 23.2% margin of victory in the popular vote, the fourth largest margin in presidential election history. He received almost 18 million more popular votes than McGovern—the widest margin of any U.S. presidential election.",17.7,R,55.9,1,25,26.3,62.1,6.2,35440,3,520,RICHARD NIXON, ,60.7%,174109,47169911,Midwest,2,8.6,-0.5,4,North Dakota,,,North Dakota,R,280514,77718554,62.1,R,1972
WI,Hex,11,6,% shift to the right,,,,George McGovern,F,,Right,0,ü,43.7,-0.600000000,61370,,17,GEORGE McGOVERN,Richard Nixon,37.5%,810174,29170383,5.5,2,,,,,,,,,,,,,"The Democratic's nomination was eventually won by Senator George McGovern, who ran an anti-war campaign against incumbent Republican President Richard Nixon, but was handicapped by his outsider status as well as the scandal and subsequent firing of vice presidential nominee Thomas Eagleton. Emphasizing a good economy and his successes in foreign affairs (especially ending American involvement in Vietnam and establishing relations with China), Nixon won the election in a massive landslide (a higher proportion than in 1964, when Lyndon B. Johnson overwhelmingly defeated Barry Goldwater). Nixon won the election, with a 23.2% margin of victory in the popular vote, the fourth largest margin in presidential election history. He received almost 18 million more popular votes than McGovern—the widest margin of any U.S. presidential election.",3.6,R,47.9,1,5,9.7,53.4,5.5,179433,11,520,RICHARD NIXON, ,60.7%,989430,47169911,Midwest,2,6.1,-0.5,7,Wisconsin,,,Wisconsin,R,1852890,77718554,53.4,R,1972
IL,Hex,26,16,% shift to the right,,,,George McGovern,G,,Right,0,ü,40.5,-3.7,-126342,,17,GEORGE McGOVERN,Richard Nixon,37.5%,1913472,29170383,6,3,,,,,,,,,,,,,"The Democratic's nomination was eventually won by Senator George McGovern, who ran an anti-war campaign against incumbent Republican President Richard Nixon, but was handicapped by his outsider status as well as the scandal and subsequent firing of vice presidential nominee Thomas Eagleton. Emphasizing a good economy and his successes in foreign affairs (especially ending American involvement in Vietnam and establishing relations with China), Nixon won the election in a massive landslide (a higher proportion than in 1964, when Lyndon B. Johnson overwhelmingly defeated Barry Goldwater). Nixon won the election, with a 23.2% margin of victory in the popular vote, the fourth largest margin in presidential election history. He received almost 18 million more popular votes than McGovern—the widest margin of any U.S. presidential election.",2.9,R,47.1,1,15,18.5,59.0,11.9,613405,26,520,RICHARD NIXON, ,60.7%,2788179,47169911,Midwest,2,15.6,-0.5,6,Illinois,,,Illinois,R,4723236,77718554,59,R,1972
SD,Hex,4,3,% shift to the left,,,,George McGovern,F,,Left,0,ü,45.5,3.5,21922,,17,GEORGE McGOVERN,Richard Nixon,37.5%,139945,29170383,4,3,,,,,,,,,,,,,"The Democratic's nomination was eventually won by Senator George McGovern, who ran an anti-war campaign against incumbent Republican President Richard Nixon, but was handicapped by his outsider status as well as the scandal and subsequent firing of vice presidential nominee Thomas Eagleton. Emphasizing a good economy and his successes in foreign affairs (especially ending American involvement in Vietnam and establishing relations with China), Nixon won the election in a massive landslide (a higher proportion than in 1964, when Lyndon B. Johnson overwhelmingly defeated Barry Goldwater). Nixon won the election, with a 23.2% margin of victory in the popular vote, the fourth largest margin in presidential election history. He received almost 18 million more popular votes than McGovern—the widest margin of any U.S. presidential election.",11.3,R,53.3,1,5,8.7,54.2,0.900000000,16635,4,520,RICHARD NIXON, ,60.7%,166476,47169911,Midwest,3,-2.6,0.5,4,South Dakota,,,South Dakota,R,307415,77718554,54.2,R,1972
IA,Hex,8,5,% shift to the right,,,,George McGovern,G,,Right,0,ü,40.5,-0.300000000,19507,,17,GEORGE McGOVERN,Richard Nixon,37.5%,496206,29170383,5,3,,,,,,,,,,,,,"The Democratic's nomination was eventually won by Senator George McGovern, who ran an anti-war campaign against incumbent Republican President Richard Nixon, but was handicapped by his outsider status as well as the scandal and subsequent firing of vice presidential nominee Thomas Eagleton. Emphasizing a good economy and his successes in foreign affairs (especially ending American involvement in Vietnam and establishing relations with China), Nixon won the election in a massive landslide (a higher proportion than in 1964, when Lyndon B. Johnson overwhelmingly defeated Barry Goldwater). Nixon won the election, with a 23.2% margin of victory in the popular vote, the fourth largest margin in presidential election history. He received almost 18 million more popular votes than McGovern—the widest margin of any U.S. presidential election.",12.2,R,53,1,15,17.1,57.6,4.6,87101,8,520,RICHARD NIXON, ,60.7%,706207,47169911,Midwest,3,4.9,-0.5,5,Iowa,,,Iowa,R,1225944,77718554,57.6,R,1972
IN,Hex,13,21,% shift to the right,,,,George McGovern,I,,Right,0,ü,33.3,-4.7,-98091,,17,GEORGE McGOVERN,Richard Nixon,37.5%,708568,29170383,7,3,,,,,,,,,,,,,"The Democratic's nomination was eventually won by Senator George McGovern, who ran an anti-war campaign against incumbent Republican President Richard Nixon, but was handicapped by his outsider status as well as the scandal and subsequent firing of vice presidential nominee Thomas Eagleton. Emphasizing a good economy and his successes in foreign affairs (especially ending American involvement in Vietnam and establishing relations with China), Nixon won the election in a massive landslide (a higher proportion than in 1964, when Lyndon B. Johnson overwhelmingly defeated Barry Goldwater). Nixon won the election, with a 23.2% margin of victory in the popular vote, the fourth largest margin in presidential election history. He received almost 18 million more popular votes than McGovern—the widest margin of any U.S. presidential election.",12.3,R,50.3,1,30,32.8,66.1,15.8,337269,13,520,RICHARD NIXON, ,60.7%,1405154,47169911,Midwest,3,20.5,-0.5,6,Indiana,,,Indiana,R,2125529,77718554,66.1,R,1972
