Abbreviation,Selected Map,Total_EV,Shift,Shift tooltip,I_Nominee tooltip,blank,D-Check,D_Nominee_prop,Color Bins,Independent spacing,Direction,Spacer,R-Check,D_Percentage,D_DifferencePercentage,D_Difference,D_EV,D_EV_Total,D_Nominee,R_Nominee_prop,D_PopularPercentage,D_Votes,D_Votes_Total,Hex_Column,Hex_Row,I_Percentage,I_EV,I_EV_Total,I_Nominee tooltip ●,I_Nominee tooltip ')',I_Nominee tooltip 'Percentage)',I_Nominee tooltip '(',I_Nominee,I_PopularPercentage,I_Votes,I_Votes_Total,Independent spacing (popular),Info,Last_RD_Difference,Last_Winner,Last_Winner_Percentage,Number of Records,RD_Difference (bin),RD_Difference,R_Percentage,R_DifferencePercentage,R_Difference,R_EV,R_EV_Total,R_Nominee,I_Nominee_prop,R_PopularPercentage,R_Votes,R_Votes_Total,Region,Row,Shift :(l/r),Shift abbreviation,Space,State (red),State (blue),State (yellow),State,State_Winner,Total Votes,Total_Votes_USA,Winner_Percentage,Winning Party,Year
MN,Hex,11,12,% shift to the left,,,ü,Harry S Truman,B,    ,Left,0,,57.2,4.8,103102,11,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,692966,24108417,4.5,2,,,39,,,,,STROM THURMOND,2.4%,,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",-5.5,D,-52.4,1,-20,-17.3,39.9,-7,-43799,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,483617,21970064,Midwest,2,-11.8,0.5,5,,Minnesota,,Minnesota,D,1212226,48691494,-57.2,D,1948
IL,Hex,28,3,% shift to the right,,,ü,Harry S Truman,A,    ,Right,0,,50.1,-1.4,-84764,28,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,1994715,24108417,6,3,,,39,,,,,STROM THURMOND,2.4%,,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",-3.5,D,-51.5,1,-5,-0.900000000,49.2,1.2,21789,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,1961103,21970064,Midwest,2,2.6,-0.5,6,,Illinois,,Illinois,D,3984046,48691494,-50.1,D,1948
MO,Hex,15,14,% shift to the left,,,ü,Harry S Truman,B,    ,Left,0,,58.1,6.7,109959,15,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,917315,24108417,5.5,4,,,39,,,,,STROM THURMOND,2.4%,,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",-3,D,-51.4,1,-20,-16.6,41.5,-6.9,-106136,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,655039,21970064,Midwest,4,-13.6,0.5,5,,Missouri,,Missouri,D,1578628,48691494,-58.1,D,1948
WI,Hex,12,6,% shift to the left,,,ü,Harry S Truman,A,    ,Left,0,,50.7,2.1,-3103,12,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,647310,24108417,5.5,2,,,39,,,,,STROM THURMOND,2.4%,,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",1.8,R,50.4,1,-5,-4.400000000,46.3,-4.1,-83573,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,590959,21970064,Midwest,2,-6.2,0.5,7,,Wisconsin,,Wisconsin,D,1276800,48691494,-50.7,D,1948
IA,Hex,10,7,% shift to the left,,,ü,Harry S Truman,A,    ,Left,0,,50.3,2.8,22504,10,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,522380,24108417,5,3,,,39,,,,,STROM THURMOND,2.4%,,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",4.5,R,52,1,-5,-2.7,47.6,-4.4,-53249,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,494018,21970064,Midwest,3,-7.2,0.5,5,,Iowa,,Iowa,D,1038264,48691494,-50.3,D,1948
OH,Hex,25,1,% shift to the left,,,ü,Harry S Truman,A,    ,Left,0,,49.5,-0.300000000,-117972,25,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,1452791,24108417,8,3,,,39,,,,,STROM THURMOND,2.4%,,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",0.400000000,R,50.2,1,-5,-0.300000000,49.2,-1,-136609,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,1445684,21970064,Midwest,3,-0.7,0.5,7,,Ohio,,Ohio,D,2936071,48691494,-49.5,D,1948
RI,Hex,4,1,% shift to the right,,,ü,Harry S Truman,B,    ,Right,0,,57.6,-1,13380,4,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,188736,24108417,11.5,2,,,39,,,,,STROM THURMOND,2.4%,,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",-17.3,D,-58.6,1,-20,-16.2,41.4,0.100000000,12300,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,135787,21970064,Northeast,2,1.1,-0.5,10,,Rhode Island,,Rhode Island,D,327702,48691494,-57.6,D,1948
MA,Hex,16,6,% shift to the left,,,ü,Harry S Truman,B,    ,Left,0,,54.7,1.900000000,116492,16,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,1151788,24108417,10.5,2,,,39,,,,,STROM THURMOND,2.4%,,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",-5.8,D,-52.8,1,-15,-11.5,43.2,-3.8,-11980,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,909370,21970064,Northeast,2,-5.7,0.5,11,,Massachusetts,,Massachusetts,D,2107146,48691494,-54.7,D,1948
KY,Hex,11,6,% shift to the left,Strom Thurmond:	,,ü,Harry S Truman,B,    ,Left,0,,56.7,2.2,-5833,11,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,466756,24108417,6.5,4,1.3,,39,● ,),%), (,STROM THURMOND,2.4%,10411,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",-9.3,D,-54.5,1,-20,-15.2,41.5,-3.7,-51238,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,341210,21970064,South,4,-5.9,0.5,6,,Kentucky,,Kentucky,D,822658,48691494,-56.7,D,1948
WV,Hex,8,5,% shift to the left,,,ü,Harry S Truman,B,    ,Left,0,,57.3,2.4,36411,8,303,HARRY S TRUMAN,Thomas E. Dewey,49.5%,429188,24108417,7.5,4,,,39,,,,,STROM THURMOND,2.4%,,1169114,  ,"The United States presidential election of 1948 is considered by most historians as the greatest election upset in American history. Virtually every prediction (with or without public opinion polls) indicated that incumbent President Harry S. Truman would be defeated by Republican Thomas E. Dewey. Truman won, overcoming a three-way split in his own party. Truman's surprise victory was the fifth consecutive win for the Democratic Party in a presidential election. As a result of the 1948 congressional election, the Democrats would regain control of both houses of Congress. Thus, Truman's election confirmed the Democratic Party's status as the nation's majority party, a status they would retain until 1952.",-9.8,D,-54.9,1,-20,-15.1,42.2,-2.9,-6568,,189,THOMAS E. DEWEY,Strom Thurmond,45.1%,316251,21970064,South,4,-5.3,0.5,7,,West Virginia,,West Virginia,D,748750,48691494,-57.3,D,1948
