Abbreviation,Selected Map,Total_EV,Shift,Shift tooltip,I_Nominee tooltip,blank,D-Check,D_Nominee_prop,Color Bins,Independent spacing,Direction,Spacer,R-Check,D_Percentage,D_DifferencePercentage,D_Difference,D_EV,D_EV_Total,D_Nominee,R_Nominee_prop,D_PopularPercentage,D_Votes,D_Votes_Total,Hex_Column,Hex_Row,I_Percentage,I_EV,I_EV_Total,I_Nominee tooltip ●,I_Nominee tooltip ')',I_Nominee tooltip 'Percentage)',I_Nominee tooltip '(',I_Nominee,I_PopularPercentage,I_Votes,I_Votes_Total,Independent spacing (popular),Info,Last_RD_Difference,Last_Winner,Last_Winner_Percentage,Number of Records,RD_Difference (bin),RD_Difference,R_Percentage,R_DifferencePercentage,R_Difference,R_EV,R_EV_Total,R_Nominee,I_Nominee_prop,R_PopularPercentage,R_Votes,R_Votes_Total,Region,Row,Shift :(l/r),Shift abbreviation,Space,State (red),State (blue),State (yellow),State,State_Winner,Total Votes,Total_Votes_USA,Winner_Percentage,Winning Party,Year
MN,Hex,10,3,% shift to the right,,,ü,Barack Obama ,A,,Right,0,,52.7,-1.4,-27187,10,332,BARACK OBAMA ,Mitt Romney,51.1%,1546167,65899660,4.5,2,,,,,,,,,,,,,"Although most major media outlets insisted before the election that the race was too close to predict a winner in advance, analysts using statistical models, bookmakers, and betting markets had Obama as a clear favorite. At around 11:15 PM EST on Election Day, most major television networks called Ohio for Obama, projecting him the winner of the election. At around 1:00 AM EST on November 7, Romney conceded the election to Obama. By November 10, the electoral outcomes of all 50 states and the District of Columbia had been definitively projected. Obama won 332 electoral votes and carried all the states and districts (among states that allocate electoral votes by district) that he had won in the 2008 election except North Carolina, Indiana, and Nebraska's 2nd congressional district.",-10.3,D,-54.1,1,-10,-7.7,45.0,1.2,44816,,206,MITT ROMNEY, ,47.2%,1320225,60932152,Midwest,2,2.6,-0.5,5,,Minnesota,,Minnesota,D,2936561,129067662,-52.7,D,2012
WI,Hex,10,7,% shift to the right,,,ü,Barack Obama ,A,,Right,0,,52.9,-3.3,-56226,10,332,BARACK OBAMA ,Mitt Romney,51.1%,1620985,65899660,5.5,2,,,,,,,,,,,,,"Although most major media outlets insisted before the election that the race was too close to predict a winner in advance, analysts using statistical models, bookmakers, and betting markets had Obama as a clear favorite. At around 11:15 PM EST on Election Day, most major television networks called Ohio for Obama, projecting him the winner of the election. At around 1:00 AM EST on November 7, Romney conceded the election to Obama. By November 10, the electoral outcomes of all 50 states and the District of Columbia had been definitively projected. Obama won 332 electoral votes and carried all the states and districts (among states that allocate electoral votes by district) that he had won in the 2008 election except North Carolina, Indiana, and Nebraska's 2nd congressional district.",-13.9,D,-56.2,1,-10,-6.900000000,46.0,3.7,148573,,206,MITT ROMNEY, ,47.2%,1410966,60932152,Midwest,2,7.0,-0.5,7,,Wisconsin,,Wisconsin,D,3071434,129067662,-52.9,D,2012
MI,Hex,16,7,% shift to the right,,,ü,Barack Obama ,A,,Right,0,,54.2,-3.2,-308010,16,332,BARACK OBAMA ,Mitt Romney,51.1%,2564569,65899660,7.5,2,,,,,,,,,,,,,"Although most major media outlets insisted before the election that the race was too close to predict a winner in advance, analysts using statistical models, bookmakers, and betting markets had Obama as a clear favorite. At around 11:15 PM EST on Election Day, most major television networks called Ohio for Obama, projecting him the winner of the election. At around 1:00 AM EST on November 7, Romney conceded the election to Obama. By November 10, the electoral outcomes of all 50 states and the District of Columbia had been definitively projected. Obama won 332 electoral votes and carried all the states and districts (among states that allocate electoral votes by district) that he had won in the 2008 election except North Carolina, Indiana, and Nebraska's 2nd congressional district.",-16.4,D,-57.4,1,-10,-9.5,44.7,3.7,66617,,206,MITT ROMNEY, ,47.2%,2115256,60932152,Midwest,2,6.9,-0.5,8,,Michigan,,Michigan,D,4730961,129067662,-54.2,D,2012
IL,Hex,20,8,% shift to the right,,,ü,Barack Obama ,B,,Right,0,,57.6,-4.3,-400161,20,332,BARACK OBAMA ,Mitt Romney,51.1%,3019512,65899660,6,3,,,,,,,,,,,,,"Although most major media outlets insisted before the election that the race was too close to predict a winner in advance, analysts using statistical models, bookmakers, and betting markets had Obama as a clear favorite. At around 11:15 PM EST on Election Day, most major television networks called Ohio for Obama, projecting him the winner of the election. At around 1:00 AM EST on November 7, Romney conceded the election to Obama. By November 10, the electoral outcomes of all 50 states and the District of Columbia had been definitively projected. Obama won 332 electoral votes and carried all the states and districts (among states that allocate electoral votes by district) that he had won in the 2008 election except North Carolina, Indiana, and Nebraska's 2nd congressional district.",-25.1,D,-61.9,1,-20,-16.9,40.7,3.9,103689,,206,MITT ROMNEY, ,47.2%,2135216,60932152,Midwest,2,8.2,-0.5,6,,Illinois,,Illinois,D,5242014,129067662,-57.6,D,2012
IA,Hex,6,4,% shift to the right,,,ü,Barack Obama ,A,,Right,0,,52.0,-1.7,-6396,6,332,BARACK OBAMA ,Mitt Romney,51.1%,822544,65899660,5,3,,,,,,,,,,,,,"Although most major media outlets insisted before the election that the race was too close to predict a winner in advance, analysts using statistical models, bookmakers, and betting markets had Obama as a clear favorite. At around 11:15 PM EST on Election Day, most major television networks called Ohio for Obama, projecting him the winner of the election. At around 1:00 AM EST on November 7, Romney conceded the election to Obama. By November 10, the electoral outcomes of all 50 states and the District of Columbia had been definitively projected. Obama won 332 electoral votes and carried all the states and districts (among states that allocate electoral votes by district) that he had won in the 2008 election except North Carolina, Indiana, and Nebraska's 2nd congressional district.",-9.5,D,-53.7,1,-10,-5.8,46.2,2,48238,,206,MITT ROMNEY, ,47.2%,730617,60932152,Midwest,3,3.7,-0.5,5,,Iowa,,Iowa,D,1582180,129067662,-52,D,2012
OH,Hex,18,2,% shift to the right,,,ü,Barack Obama ,A,,Right,0,,50.7,-0.800000000,-105767,18,332,BARACK OBAMA ,Mitt Romney,51.1%,2827621,65899660,8,3,,,,,,,,,,,,,"Although most major media outlets insisted before the election that the race was too close to predict a winner in advance, analysts using statistical models, bookmakers, and betting markets had Obama as a clear favorite. At around 11:15 PM EST on Election Day, most major television networks called Ohio for Obama, projecting him the winner of the election. At around 1:00 AM EST on November 7, Romney conceded the election to Obama. By November 10, the electoral outcomes of all 50 states and the District of Columbia had been definitively projected. Obama won 332 electoral votes and carried all the states and districts (among states that allocate electoral votes by district) that he had won in the 2008 election except North Carolina, Indiana, and Nebraska's 2nd congressional district.",-4.6,D,-51.5,1,-5,-3.000000000,47.7,0.800000000,-13084,,206,MITT ROMNEY, ,47.2%,2661407,60932152,Midwest,3,1.6,-0.5,7,,Ohio,,Ohio,D,5580822,129067662,-50.7,D,2012
ME,Hex,4,2,% shift to the right,,,ü,Barack Obama ,B,,Right,0,,56.3,-1.4,-20617,4,332,BARACK OBAMA ,Mitt Romney,51.1%,401306,65899660,11.5,0,,,,,,,,,,,,,"Although most major media outlets insisted before the election that the race was too close to predict a winner in advance, analysts using statistical models, bookmakers, and betting markets had Obama as a clear favorite. At around 11:15 PM EST on Election Day, most major television networks called Ohio for Obama, projecting him the winner of the election. At around 1:00 AM EST on November 7, Romney conceded the election to Obama. By November 10, the electoral outcomes of all 50 states and the District of Columbia had been definitively projected. Obama won 332 electoral votes and carried all the states and districts (among states that allocate electoral votes by district) that he had won in the 2008 election except North Carolina, Indiana, and Nebraska's 2nd congressional district.",-17.3,D,-57.7,1,-20,-15.3,41.0,0.600000000,-2997,,206,MITT ROMNEY, ,47.2%,292276,60932152,Northeast,0,2.0,-0.5,11,,Maine,,Maine,D,713180,129067662,-56.3,D,2012
VT,Hex,3,1,% shift to the right,,,ü,Barack Obama ,D,,Right,0,,66.6,-0.900000000,-20023,3,332,BARACK OBAMA ,Mitt Romney,51.1%,199239,65899660,10,1,,,,,,,,,,,,,"Although most major media outlets insisted before the election that the race was too close to predict a winner in advance, analysts using statistical models, bookmakers, and betting markets had Obama as a clear favorite. At around 11:15 PM EST on Election Day, most major television networks called Ohio for Obama, projecting him the winner of the election. At around 1:00 AM EST on November 7, Romney conceded the election to Obama. By November 10, the electoral outcomes of all 50 states and the District of Columbia had been definitively projected. Obama won 332 electoral votes and carried all the states and districts (among states that allocate electoral votes by district) that he had won in the 2008 election except North Carolina, Indiana, and Nebraska's 2nd congressional district.",-37.1,D,-67.5,1,-40,-35.6,31.0,0.600000000,-6276,,206,MITT ROMNEY, ,47.2%,92698,60932152,Northeast,1,1.5,-0.5,10,,Vermont,,Vermont,D,299290,129067662,-66.6,D,2012
NH,Hex,4,4,% shift to the right,,,ü,Barack Obama ,A,,Right,0,,52.0,-2.400000000,-15265,4,332,BARACK OBAMA ,Mitt Romney,51.1%,369561,65899660,11,1,,,,,,,,,,,,,"Although most major media outlets insisted before the election that the race was too close to predict a winner in advance, analysts using statistical models, bookmakers, and betting markets had Obama as a clear favorite. At around 11:15 PM EST on Election Day, most major television networks called Ohio for Obama, projecting him the winner of the election. At around 1:00 AM EST on November 7, Romney conceded the election to Obama. By November 10, the electoral outcomes of all 50 states and the District of Columbia had been definitively projected. Obama won 332 electoral votes and carried all the states and districts (among states that allocate electoral votes by district) that he had won in the 2008 election except North Carolina, Indiana, and Nebraska's 2nd congressional district.",-9.7,D,-54.4,1,-10,-5.5,46.5,1.8,13384,,206,MITT ROMNEY, ,47.2%,329918,60932152,Northeast,1,4.2,-0.5,11,,New Hampshire,,New Hampshire,D,710972,129067662,-52,D,2012
NY,Hex,29,2,% shift to the left,,,ü,Barack Obama ,C,,Left,0,,63.4,0.600000000,-297829,29,332,BARACK OBAMA ,Mitt Romney,51.1%,4471871,65899660,9.5,2,,,,,,,,,,,,,"Although most major media outlets insisted before the election that the race was too close to predict a winner in advance, analysts using statistical models, bookmakers, and betting markets had Obama as a clear favorite. At around 11:15 PM EST on Election Day, most major television networks called Ohio for Obama, projecting him the winner of the election. At around 1:00 AM EST on November 7, Romney conceded the election to Obama. By November 10, the electoral outcomes of all 50 states and the District of Columbia had been definitively projected. Obama won 332 electoral votes and carried all the states and districts (among states that allocate electoral votes by district) that he had won in the 2008 election except North Carolina, Indiana, and Nebraska's 2nd congressional district.",-26.7,D,-62.8,1,-30,-28.2,35.2,-0.900000000,-256866,,206,MITT ROMNEY, ,47.2%,2485432,60932152,Northeast,2,-1.5,0.5,9,,New York,,New York,D,7061925,129067662,-63.4,D,2012
RI,Hex,4,0,% shift to the right,,,ü,Barack Obama ,C,,Right,0,,62.7,-0.400000000,-16894,4,332,BARACK OBAMA ,Mitt Romney,51.1%,279677,65899660,11.5,2,,,,,,,,,,,,,"Although most major media outlets insisted before the election that the race was too close to predict a winner in advance, analysts using statistical models, bookmakers, and betting markets had Obama as a clear favorite. At around 11:15 PM EST on Election Day, most major television networks called Ohio for Obama, projecting him the winner of the election. At around 1:00 AM EST on November 7, Romney conceded the election to Obama. By November 10, the electoral outcomes of all 50 states and the District of Columbia had been definitively projected. Obama won 332 electoral votes and carried all the states and districts (among states that allocate electoral votes by district) that he had won in the 2008 election except North Carolina, Indiana, and Nebraska's 2nd congressional district.",-27.9,D,-63.1,1,-30,-27.5,35.2,0,-8187,,206,MITT ROMNEY, ,47.2%,157204,60932152,Northeast,2,0.4,-0.5,10,,Rhode Island,,Rhode Island,D,446049,129067662,-62.7,D,2012
MA,Hex,11,3,% shift to the right,,,ü,Barack Obama ,C,,Right,0,,60.7,-1.1,17193,11,332,BARACK OBAMA ,Mitt Romney,51.1%,1921290,65899660,10.5,2,,,,,,,,,,,,,"Although most major media outlets insisted before the election that the race was too close to predict a winner in advance, analysts using statistical models, bookmakers, and betting markets had Obama as a clear favorite. At around 11:15 PM EST on Election Day, most major television networks called Ohio for Obama, projecting him the winner of the election. At around 1:00 AM EST on November 7, Romney conceded the election to Obama. By November 10, the electoral outcomes of all 50 states and the District of Columbia had been definitively projected. Obama won 332 electoral votes and carried all the states and districts (among states that allocate electoral votes by district) that he had won in the 2008 election except North Carolina, Indiana, and Nebraska's 2nd congressional district.",-25.8,D,-61.8,1,-25,-23.2,37.5,1.5,79460,,206,MITT ROMNEY, ,47.2%,1188314,60932152,Northeast,2,2.6,-0.5,11,,Massachusetts,,Massachusetts,D,3167767,129067662,-60.7,D,2012
PA,Hex,20,5,% shift to the right,,,ü,Barack Obama ,A,,Right,0,,52.1,-2.2,-286089,20,332,BARACK OBAMA ,Mitt Romney,51.1%,2990274,65899660,9,3,,,,,,,,,,,,,"Although most major media outlets insisted before the election that the race was too close to predict a winner in advance, analysts using statistical models, bookmakers, and betting markets had Obama as a clear favorite. At around 11:15 PM EST on Election Day, most major television networks called Ohio for Obama, projecting him the winner of the election. At around 1:00 AM EST on November 7, Romney conceded the election to Obama. By November 10, the electoral outcomes of all 50 states and the District of Columbia had been definitively projected. Obama won 332 electoral votes and carried all the states and districts (among states that allocate electoral votes by district) that he had won in the 2008 election except North Carolina, Indiana, and Nebraska's 2nd congressional district.",-10.3,D,-54.3,1,-10,-5.4,46.7,2.7,24549,,206,MITT ROMNEY, ,47.2%,2680434,60932152,Northeast,3,4.9,-0.5,8,,Pennsylvania,,Pennsylvania,D,5753670,129067662,-52.1,D,2012
NJ,Hex,14,2,% shift to the left,,,ü,Barack Obama ,B,,Left,0,,58.3,1,-92636,14,332,BARACK OBAMA ,Mitt Romney,51.1%,2122786,65899660,10,3,,,,,,,,,,,,,"Although most major media outlets insisted before the election that the race was too close to predict a winner in advance, analysts using statistical models, bookmakers, and betting markets had Obama as a clear favorite. At around 11:15 PM EST on Election Day, most major television networks called Ohio for Obama, projecting him the winner of the election. At around 1:00 AM EST on November 7, Romney conceded the election to Obama. By November 10, the electoral outcomes of all 50 states and the District of Columbia had been definitively projected. Obama won 332 electoral votes and carried all the states and districts (among states that allocate electoral votes by district) that he had won in the 2008 election except North Carolina, Indiana, and Nebraska's 2nd congressional district.",-15.6,D,-57.3,1,-20,-17.7,40.6,-1.100000000,-135119,,206,MITT ROMNEY, ,47.2%,1478088,60932152,Northeast,3,-2.1,0.5,9,,New Jersey,,New Jersey,D,3638499,129067662,-58.3,D,2012
CT,Hex,7,5,% shift to the right,,,ü,Barack Obama ,B,,Right,0,,58.1,-2.500000000,-92689,7,332,BARACK OBAMA ,Mitt Romney,51.1%,905083,65899660,11,3,,,,,,,,,,,,,"Although most major media outlets insisted before the election that the race was too close to predict a winner in advance, analysts using statistical models, bookmakers, and betting markets had Obama as a clear favorite. At around 11:15 PM EST on Election Day, most major television networks called Ohio for Obama, projecting him the winner of the election. At around 1:00 AM EST on November 7, Romney conceded the election to Obama. By November 10, the electoral outcomes of all 50 states and the District of Columbia had been definitively projected. Obama won 332 electoral votes and carried all the states and districts (among states that allocate electoral votes by district) that he had won in the 2008 election except North Carolina, Indiana, and Nebraska's 2nd congressional district.",-22.4,D,-60.6,1,-20,-17.4,40.7,2.500000000,5464,,206,MITT ROMNEY, ,47.2%,634892,60932152,Northeast,3,5.0,-0.5,10,,Connecticut,,Connecticut,D,1558960,129067662,-58.1,D,2012
